input	output
segment: लिङ्गव्यत्यासेनान्दपदस्य	सुखम् एवार्थः
tag: सेवायाम् राज्यम् संभवति ।	सेवायाम्|NOUN राज्यम्|NOUN संभवति|VERB ।|SYM
segment: व्यर्थविशेषणतेति	व्यर्थविशेषणता इति
tag: राज्यम् अब्रवीत् ।	राज्यम्|NOUN अब्रवीत्|VERB ।|SYM
segment: स्वमीश्वरं	स्वम् ईश्वरं
segment: साक्षान्मुक्तिहेतुत्वप्रतिपादनादिति चेन्मैवम्	चेत् म एवम्
segment: मग्नेयं हि	मग्ना इयम् हि
segment: गाढमुद्वृत्तदंष्ट्रः	गाढम् उद्वृत्तदंष्ट्रः
segment: खल्विदम्	खलु इदम्
segment: जन्यत्वमेवात्र	जन्यत्वम् एव अत्र
segment: तदिति	तत् इति
segment: यत्तु	यत् तु
segment: एष भोः	एषः भोः
segment: ध्रुवमहो	ध्रुवम् अहो
segment: अन्यदपि	अन्यत् अपि
segment: पाण्डवाग्नीनामात्मा	पाण्डवाग्नीनाम् आत्मा
segment: समूहालम्बनीभूतैकहेत्वाभासविषयकतादृशज्ञानविशेष्येऽन्यत्र	समूहालम्बनीभूतैकहेत्वाभासविषयकतादृशज्ञानविशेष्ये अन्यत्र
segment: तादात्म्यसंबंधेनेश्वरात्मनो हि	तादात्म्यसंबंधेन ईश्वरात्मनः हि
segment: ग्रहणसमर्थं बलमाज्ञापयितुमर्हति	ग्रहणसमर्थम् बलम् आज्ञापयितुम् अर्हति
segment: गोवधजन्युदुःखमेव	गोवधजन्युदुःखम् एव
segment: तच्च	तत् च
tag: सर्वेषाम् अस्ति ।	सर्वेषाम्|PRON अस्ति|VERB ।|SYM
segment: चाव्यप्तम्	च अव्याप्तम्
segment: किं पक्षतावच्छेदकम्	किम् पक्षतावच्छेदकम्
segment: चास्मिस्सिद्धान्ते-ख	च अस्मत् सिद्धान्ते-ख
tag: प्रतापवान् शास्त्राणाम् ब्रवीमि ।	प्रतापवान्|ADJ शास्त्राणाम्|NOUN ब्रवीमि|VERB ।|SYM
segment: धृतराष्ट्रः---किं किं	धृतराष्ट्रः---किम् किम्
segment: तस्यानुजं रघुपतिः	तस्य आनुजम् रघुपतिः
segment: वरुणः---एष मार्गः	वरुणः---एषः मार्गः
segment: प्रहरध्वं समाहृताः	प्रहरध्वम् समाहृताः
segment: इतस्तावत्	इतः तावत्
segment: भोगान्नाशे	भोगात् नाशे
segment: शरीरं	शरीरम्
segment: पक्षतावच्छेदकमिति	पक्षतावच्छेदकम् इति
segment: रामं त्वया	रामम् त्वया
segment: प्रतिबन्धकाननुगम.स्यादोषत्वेन	प्रतिबन्धकाननुगमस्य अदोषत्वेन
